survey_id,site_code,location_type,survey_date,time_start,time_end,observer,disturbances,sight_obstruct,noise_level,site_condition
250,N-12,ESCA,2000-10-25,07:50:00,08:05:00,JoLe,False,,,
149,PE-13A,riparian,2000-10-25,08:55:00,09:10:00,BeRa,False,,,
150,EE-7C,riparian,2000-10-25,08:20:00,08:35:00,BeRa,False,,,
151,EE-6A,riparian,2000-10-25,07:30:00,07:45:00,BeRa,False,,,
251,I-11,ESCA,2000-10-25,09:15:00,09:30:00,JoLe,False,,,
147,AD-21,ESCA,2000-10-26,09:55:00,10:10:00,DiSt,False,,,
255,U-8,ESCA,2000-10-26,09:20:00,09:35:00,JoLe,False,,,
159,AE-23,ESCA,2000-10-26,08:55:00,09:10:00,DiSt,False,,,
169,V-18,ESCA,2000-10-26,09:30:00,09:45:00,BeRa,False,,,
253,Q-7,ESCA,2000-10-26,07:50:00,08:05:00,JoLe,False,,,
148,Z-23,ESCA,2000-10-26,07:55:00,08:10:00,DiSt,False,,,
184,V-20,ESCA,2000-10-26,08:05:00,08:20:00,BeRa,False,,,
165,W-15,ESCA,2000-10-29,08:40:00,08:55:00,DiSt,False,,,
168,X-18,ESCA,2000-10-29,09:25:00,09:40:00,DiSt,False,,,
166,Y-19,ESCA,2000-10-29,10:05:00,10:20:00,DiSt,False,,,
256,P-18,ESCA,2000-10-30,08:30:00,08:45:00,JoLe,False,,,
258,PE-10B,riparian,2000-10-30,07:15:00,07:33:00,JoLe,False,,,
260,P-16,ESCA,2000-10-30,09:30:00,10:00:00,JoLe,False,,,
262,V-18,ESCA,2000-10-31,07:05:00,07:20:00,JoLe,False,,,
272,T-19,ESCA,2000-10-31,09:05:00,09:20:00,JoLe,False,,,
263,S-16,ESCA,2000-10-31,08:13:00,08:28:00,JoLe,False,,,
167,EE-6A,riparian,2000-11-01,08:10:00,08:25:00,DiSt,False,,,
269,X-18,ESCA,2000-11-01,08:05:00,08:20:00,JoLe,False,,,
268,Y-19,ESCA,2000-11-01,09:00:00,09:15:00,JoLe,False,,,
193,PE-10B,riparian,2000-11-01,09:25:00,09:40:00,DiSt,False,,,
274,PE-1D,riparian,2000-11-01,07:15:00,07:30:00,JoLe,False,,,
186,PE-11A,riparian,2000-11-02,09:15:00,09:30:00,BeRa,False,,,
185,PN-1B,riparian,2000-11-02,07:45:00,08:00:00,BeRa,False,,,
265,AC-16,ESCA,2000-11-03,08:15:00,08:30:00,JoLe,False,,,
266,AA-17,ESCA,2000-11-03,07:30:00,07:45:00,JoLe,False,,,
275,PN-1B,riparian,2000-11-03,09:15:00,09:30:00,JoLe,False,,,
187,V-13,ESCA,2000-11-03,09:05:00,09:20:00,DiSt,False,,,
189,AF-12,ESCA,2000-11-05,10:05:00,10:20:00,DiSt,False,,,
188,AD-10,ESCA,2000-11-05,08:55:00,09:10:00,DiSt,False,,,
271,W-6,ESCA,2000-11-06,07:30:00,07:45:00,JoLe,False,,,
249,X-8,ESCA,2000-11-06,08:50:00,09:05:00,JoLe,False,,,
252,M-16,ESCA,2000-11-08,08:00:00,08:15:00,JoLe,False,,,
254,I-17,ESCA,2000-11-08,08:30:00,08:45:00,JoLe,False,,,
190,AA-17,ESCA,2000-11-09,07:55:00,08:10:00,DiSt,False,,,
192,PE-1D,riparian,2000-11-09,09:20:00,09:35:00,DiSt,False,,,
191,AC-16,ESCA,2000-11-09,08:30:00,08:45:00,DiSt,False,,,
195,EN-7B,riparian,2000-11-10,08:30:00,08:45:00,DiSt,False,,,
194,PN-7A,riparian,2000-11-10,07:35:00,07:50:00,DiSt,False,,,
259,AD-10,ESCA,2000-11-11,08:55:00,09:10:00,JoLe,False,,,
257,AF-12,ESCA,2000-11-11,07:45:00,08:00:00,JoLe,False,,,
196,U-8,ESCA,2000-11-12,08:30:00,08:45:00,DiSt,False,,,
267,AB-19,ESCA,2000-11-13,06:59:00,07:14:00,JoLe,False,,,
264,AD-21,ESCA,2000-11-13,08:45:00,09:00:00,JoLe,False,,,
261,AA-20,ESCA,2000-11-13,07:59:00,08:14:00,JoLe,False,,,
203,EE-15A,riparian,2000-11-14,08:20:00,08:35:00,DiSt,False,,,
273,EN-7B,riparian,2000-11-15,07:15:00,07:30:00,JoLe,False,,,
270,PN-7A,riparian,2000-11-15,08:40:00,08:55:00,JoLe,False,,,
209,PE-1D,riparian,2000-11-16,08:40:00,08:55:00,BeRa,False,,,
210,EE-15A,riparian,2000-11-16,09:40:00,09:55:00,BeRa,False,,,
277,F-8,ESCA,2000-11-16,08:45:00,09:00:00,JoLe,False,,,
198,I-17,ESCA,2000-11-16,09:25:00,09:40:00,DiSt,False,,,
276,EN-4B,riparian,2000-11-16,07:55:00,08:10:00,JoLe,False,,,
202,G-15,ESCA,2000-11-16,08:20:00,08:35:00,DiSt,False,,,
279,Z-23,ESCA,2000-11-17,07:02:00,07:17:00,JoLe,False,,,
278,AE-23,ESCA,2000-11-17,08:15:00,08:30:00,JoLe,False,,,
280,PE-11A,riparian,2000-11-17,09:45:00,10:00:00,JoLe,False,,,
201,M-9,ESCA,2000-11-18,10:20:00,10:35:00,DiSt,False,,,
199,F-8,ESCA,2000-11-18,07:50:00,08:05:00,DiSt,False,,,
197,EN-4B,riparian,2000-11-18,08:30:00,08:45:00,DiSt,False,,,
200,L-7,ESCA,2000-11-18,09:30:00,09:45:00,DiSt,False,,,
281,V-20,ESCA,2000-11-21,08:29:00,08:44:00,JoLe,False,,,
284,EE-15A,riparian,2000-11-21,07:06:00,07:21:00,JoLe,False,,,
205,PN-7A,riparian,2000-11-22,09:25:00,09:40:00,BeRa,False,,,
206,X-8,ESCA,2000-11-22,07:25:00,07:40:00,BeRa,False,,,
207,W-6,ESCA,2000-11-22,07:55:00,08:10:00,BeRa,False,,,
285,G-15,ESCA,2000-11-22,08:35:00,08:50:00,JoLe,False,,,
204,EN-7B,riparian,2000-11-22,08:40:00,08:55:00,BeRa,False,,,
212,N-12,ESCA,2000-11-24,09:25:00,09:40:00,BeRa,False,,,
218,N-12,ESCA,2000-11-24,07:25:00,07:40:00,DiSt,False,,,
217,M-16,ESCA,2000-11-24,10:30:00,10:45:00,DiSt,False,,,
214,I-11,ESCA,2000-11-24,09:25:00,09:40:00,DiSt,False,,,
213,O-9,ESCA,2000-11-24,08:15:00,08:30:00,DiSt,False,,,
211,M-16,ESCA,2000-11-24,08:45:00,09:00:00,BeRa,False,,,
208,PE-10B,riparian,2000-11-24,07:30:00,07:45:00,BeRa,False,,,
215,Q-7,ESCA,2000-11-25,08:20:00,08:35:00,DiSt,False,,,
216,W-6,ESCA,2000-11-25,09:10:00,09:25:00,DiSt,False,,,
219,X-8,ESCA,2000-11-25,10:05:00,10:20:00,DiSt,False,,,
222,V-20,ESCA,2000-11-26,07:20:00,07:40:00,DiSt,False,,,
223,AA-20,ESCA,2000-11-26,08:20:00,08:40:00,DiSt,False,,,
226,PE-11A,riparian,2000-11-26,09:35:00,09:55:00,DiSt,False,,,
235,PN-1B,riparian,2000-11-26,10:35:00,10:55:00,DiSt,False,,,
224,AB-19,ESCA,2000-11-26,08:55:00,09:15:00,DiSt,False,,,
292,V-20,ESCA,2001-01-02,11:15:00,11:30:00,DiSt,False,,,
317,V-14,ESCA,2001-01-03,08:05:00,08:20:00,BeRa,False,,,
318,W-15,ESCA,2001-01-03,08:45:00,09:00:00,BeRa,False,,,
316,V-13,ESCA,2001-01-03,07:35:00,07:50:00,BeRa,False,,,
393,PE-13A,riparian,2001-01-04,08:55:00,09:10:00,BeRa,False,,,
410,EE-6A,riparian,2001-01-04,07:30:00,07:45:00,BeRa,False,,,
428,EE-7C,riparian,2001-01-04,08:20:00,08:35:00,BeRa,False,,,
286,PE-11A,riparian,2001-01-05,08:02:00,08:17:00,JoLe,False,,,
287,AA-20,ESCA,2001-01-05,10:05:00,10:20:00,JoLe,False,,,
303,AB-19,ESCA,2001-01-05,09:02:00,09:17:00,JoLe,False,,,
311,R-12,ESCA,2001-01-05,09:55:00,10:10:00,BeRa,False,,,
312,U-13,ESCA,2001-01-05,09:15:00,09:30:00,BeRa,False,,,
313,T-11,ESCA,2001-01-05,08:05:00,08:20:00,BeRa,False,,,
314,U-12,ESCA,2001-01-05,08:40:00,08:55:00,BeRa,False,,,
315,T-13,ESCA,2001-01-05,07:30:00,07:45:00,BeRa,False,,,
295,W-6,ESCA,2001-01-07,11:20:00,11:35:00,DiSt,False,,,
294,U-8,ESCA,2001-01-07,10:35:00,10:50:00,DiSt,False,,,
293,Q-7,ESCA,2001-01-07,09:40:00,09:55:00,DiSt,False,,,
339,AA-20,ESCA,2001-01-08,09:40:00,09:55:00,BeRa,False,,,
443,AE-23,ESCA,2001-01-08,08:15:00,08:30:00,BeRa,False,,,
429,AD-21,ESCA,2001-01-08,07:35:00,07:50:00,BeRa,False,,,
341,AB-19,ESCA,2001-01-08,10:15:00,10:30:00,BeRa,False,,,
340,Z-23,ESCA,2001-01-08,09:05:00,09:20:00,BeRa,False,,,
442,PE-11A,riparian,2001-01-09,07:35:00,07:50:00,BeRa,False,,,
289,X-18,ESCA,2001-01-09,07:45:00,08:00:00,JoLe,False,,,
288,PE-1D,riparian,2001-01-09,09:15:00,09:30:00,JoLe,False,,,
298,AE-23,ESCA,2001-01-10,08:50:00,09:05:00,JoLe,False,,,
291,AD-21,ESCA,2001-01-10,10:02:00,10:17:00,JoLe,False,,,
290,Z-23,ESCA,2001-01-10,07:33:00,07:48:00,JoLe,False,,,
421,V-20,ESCA,2001-01-10,07:35:00,07:50:00,BeRa,False,,,
304,V-20,ESCA,2001-01-11,10:45:00,11:00:00,JoLe,False,,,
384,EE-15A,riparian,2001-01-11,09:30:00,09:45:00,BeRa,False,,,
297,EE-15A,riparian,2001-01-11,08:40:00,08:55:00,JoLe,False,,,
299,Y-19,ESCA,2001-01-11,07:45:00,08:05:00,JoLe,False,,,
383,PE-1D,riparian,2001-01-11,07:35:00,07:50:00,BeRa,False,,,
324,V-14,ESCA,2001-01-13,09:22:00,09:37:00,JoLe,False,,,
325,PE-13A,riparian,2001-01-13,08:10:00,08:25:00,JoLe,False,,,
342,X-18,ESCA,2001-01-13,07:35:00,07:50:00,BeRa,False,,,
343,Y-19,ESCA,2001-01-13,08:15:00,08:30:00,BeRa,False,,,
335,T-11,ESCA,2001-01-14,07:36:00,07:50:00,JoLe,False,,,
334,EE-6A,riparian,2001-01-14,08:58:00,09:13:00,JoLe,False,,,
336,R-12,ESCA,2001-01-14,08:10:00,08:25:00,JoLe,False,,,
333,T-13,ESCA,2001-01-14,10:07:00,10:22:00,JoLe,False,,,
307,U-12,ESCA,2001-01-15,11:15:00,11:30:00,DiSt,False,,,
296,EE-7C,riparian,2001-01-15,09:05:00,09:20:00,DiSt,False,,,
305,R-12,ESCA,2001-01-15,09:50:00,10:05:00,DiSt,False,,,
306,EE-6A,riparian,2001-01-15,10:30:00,10:45:00,DiSt,False,,,
441,AF-12,ESCA,2001-01-15,08:55:00,09:10:00,BeRa,False,,,
451,AD-10,ESCA,2001-01-15,07:40:00,07:55:00,BeRa,False,,,
337,T-19,ESCA,2001-01-16,08:40:00,08:55:00,JoLe,False,,,
338,V-18,ESCA,2001-01-16,07:45:00,08:00:00,JoLe,False,,,
391,AA-17,ESCA,2001-01-16,08:10:00,08:25:00,BeRa,False,,,
392,AC-16,ESCA,2001-01-16,07:35:00,07:50:00,BeRa,False,,,
371,W-6,ESCA,2001-01-17,08:05:00,08:20:00,BeRa,False,,,
377,PN-7A,riparian,2001-01-17,09:35:00,09:50:00,BeRa,False,,,
378,EN-7B,riparian,2001-01-17,08:50:00,09:05:00,BeRa,False,,,
370,X-8,ESCA,2001-01-17,07:35:00,07:50:00,BeRa,False,,,
351,W-17,ESCA,2001-01-18,09:30:00,09:45:00,JoLe,False,,,
381,PN-1B,riparian,2001-01-18,07:45:00,08:00:00,BeRa,False,,,
344,S-16,ESCA,2001-01-18,07:42:00,07:57:00,JoLe,False,,,
350,V-16,ESCA,2001-01-18,08:35:00,08:50:00,JoLe,False,,,
354,PE-10B,riparian,2001-01-19,09:35:00,09:50:00,JoLe,False,,,
353,P-18,ESCA,2001-01-19,07:50:00,08:05:00,JoLe,False,,,
352,P-16,ESCA,2001-01-19,08:40:00,08:57:00,JoLe,False,,,
309,PE-13A,riparian,2001-01-21,10:10:00,10:25:00,DiSt,False,,,
355,G-15,ESCA,2001-01-21,08:55:00,09:10:00,JoLe,False,,,
356,I-17,ESCA,2001-01-21,07:44:00,07:59:00,JoLe,False,,,
310,U-13,ESCA,2001-01-21,11:05:00,11:20:00,DiSt,False,,,
366,M-16,ESCA,2001-01-21,09:50:00,10:05:00,JoLe,False,,,
308,V-14,ESCA,2001-01-21,09:25:00,09:40:00,DiSt,False,,,
372,P-18,ESCA,2001-01-22,08:10:00,08:25:00,BeRa,False,,,
374,P-16,ESCA,2001-01-22,07:35:00,07:50:00,BeRa,False,,,
422,T-19,ESCA,2001-01-22,09:10:00,09:25:00,BeRa,False,,,
376,M-9,ESCA,2001-01-23,09:30:00,09:45:00,JoLe,False,,,
379,O-9,ESCA,2001-01-23,08:15:00,08:30:00,JoLe,False,,,
369,L-7,ESCA,2001-01-23,10:37:00,10:52:00,JoLe,False,,,
360,M-16,ESCA,2001-01-23,08:40:00,08:55:00,BeRa,False,,,
452,PE-10B,riparian,2001-01-23,07:40:00,07:55:00,BeRa,False,,,
319,W-17,ESCA,2001-01-24,08:45:00,09:00:00,BeRa,False,,,
359,V-16,ESCA,2001-01-24,07:35:00,07:50:00,BeRa,False,,,
367,U-8,ESCA,2001-01-24,09:10:00,09:25:00,JoLe,False,,,
368,Q-7,ESCA,2001-01-24,10:40:00,10:55:00,JoLe,False,,,
320,S-16,ESCA,2001-01-24,08:05:00,08:20:00,BeRa,False,,,
321,V-18,ESCA,2001-01-25,07:35:00,07:50:00,BeRa,False,,,
323,G-15,ESCA,2001-01-26,08:45:00,09:00:00,BeRa,False,,,
380,N-12,ESCA,2001-01-26,08:05:00,08:20:00,JoLe,False,,,
382,I-11,ESCA,2001-01-26,09:55:00,10:10:00,JoLe,False,,,
322,I-17,ESCA,2001-01-26,07:45:00,08:00:00,BeRa,False,,,
387,AA-17,ESCA,2001-01-29,07:30:00,07:45:00,JoLe,False,,,
327,T-13,ESCA,2001-01-29,08:35:00,08:50:00,DiSt,False,,,
388,PN-1B,riparian,2001-01-29,09:17:00,09:32:00,JoLe,False,,,
357,I-11,ESCA,2001-01-29,08:05:00,08:20:00,BeRa,False,,,
358,N-12,ESCA,2001-01-29,09:10:00,09:25:00,BeRa,False,,,
326,T-11,ESCA,2001-01-29,08:00:00,08:15:00,DiSt,False,,,
385,AC-16,ESCA,2001-01-29,08:10:00,08:25:00,JoLe,False,,,
330,V-18,ESCA,2001-01-29,10:55:00,11:10:00,DiSt,False,,,
328,S-16,ESCA,2001-01-29,09:25:00,09:40:00,DiSt,False,,,
329,T-19,ESCA,2001-01-29,10:10:00,10:25:00,DiSt,False,,,
389,U-12,ESCA,2001-01-30,09:45:00,10:00:00,JoLe,False,,,
394,EE-7C,riparian,2001-01-30,07:30:00,07:45:00,JoLe,False,,,
363,L-7,ESCA,2001-01-30,07:30:00,07:45:00,BeRa,False,,,
390,U-13,ESCA,2001-01-30,08:35:00,08:50:00,JoLe,False,,,
362,M-9,ESCA,2001-01-30,08:20:00,08:35:00,BeRa,False,,,
361,O-9,ESCA,2001-01-30,09:05:00,09:20:00,BeRa,False,,,
401,PN-7A,riparian,2001-01-31,09:05:00,09:20:00,JoLe,False,,,
400,X-8,ESCA,2001-01-31,10:12:00,10:27:00,JoLe,False,,,
402,EN-7B,riparian,2001-01-31,08:25:00,08:40:00,JoLe,False,,,
403,W-6,ESCA,2001-01-31,07:45:00,08:00:00,JoLe,False,,,
448,F-8,ESCA,2001-01-31,08:50:00,09:05:00,BeRa,False,,,
449,EN-4B,riparian,2001-01-31,07:35:00,07:50:00,BeRa,False,,,
409,Q-7,ESCA,2001-02-01,08:25:00,08:40:00,BeRa,False,,,
408,U-8,ESCA,2001-02-01,07:40:00,07:55:00,BeRa,False,,,
404,AD-10,ESCA,2001-02-01,09:45:00,10:00:00,JoLe,False,,,
405,AF-12,ESCA,2001-02-01,08:09:00,08:24:00,JoLe,False,,,
332,I-17,ESCA,2001-02-03,09:05:00,09:20:00,DiSt,False,,,
364,G-15,ESCA,2001-02-03,09:55:00,10:10:00,DiSt,False,,,
331,M-16,ESCA,2001-02-03,08:15:00,08:30:00,DiSt,False,,,
365,I-11,ESCA,2001-02-03,11:10:00,11:25:00,DiSt,False,,,
406,V-13,ESCA,2001-02-04,09:40:00,09:55:00,JoLe,False,,,
407,W-15,ESCA,2001-02-04,08:40:00,08:55:00,JoLe,False,,,
413,W-17,ESCA,2001-02-05,09:50:00,10:05:00,DiSt,False,,,
412,V-16,ESCA,2001-02-05,09:10:00,09:25:00,DiSt,False,,,
414,V-13,ESCA,2001-02-09,08:15:00,08:30:00,DiSt,False,,,
415,N-12,ESCA,2001-02-10,08:20:00,08:35:00,DiSt,False,,,
411,M-9,ESCA,2001-02-10,10:00:00,10:15:00,DiSt,False,,,
416,O-9,ESCA,2001-02-10,09:05:00,09:20:00,DiSt,False,,,
417,L-7,ESCA,2001-02-10,11:10:00,11:25:00,DiSt,False,,,
373,EN-4B,riparian,2001-02-10,08:10:00,08:25:00,JoLe,False,,,
375,F-8,ESCA,2001-02-10,09:05:00,09:20:00,JoLe,False,,,
419,PN-7A,riparian,2001-02-11,10:15:00,10:30:00,DiSt,False,,,
420,EN-7B,riparian,2001-02-11,11:05:00,11:20:00,DiSt,False,,,
418,X-8,ESCA,2001-02-11,09:10:00,09:25:00,DiSt,False,,,
426,Y-19,ESCA,2001-02-12,09:20:00,09:35:00,DiSt,False,,,
424,PE-1D,riparian,2001-02-12,08:45:00,09:00:00,DiSt,False,,,
423,W-15,ESCA,2001-02-12,07:55:00,08:10:00,DiSt,False,,,
427,X-18,ESCA,2001-02-12,10:45:00,11:00:00,DiSt,False,,,
425,EE-15A,riparian,2001-02-12,09:50:00,10:05:00,DiSt,False,,,
432,AD-21,ESCA,2001-02-15,09:20:00,09:35:00,DiSt,False,,,
430,Z-23,ESCA,2001-02-15,07:45:00,08:00:00,DiSt,False,,,
434,AB-19,ESCA,2001-02-15,10:35:00,10:50:00,DiSt,False,,,
433,AA-20,ESCA,2001-02-15,10:00:00,10:15:00,DiSt,False,,,
431,AE-23,ESCA,2001-02-15,08:45:00,09:00:00,DiSt,False,,,
437,AA-17,ESCA,2001-02-23,09:40:00,09:55:00,DiSt,False,,,
438,PE-11A,riparian,2001-02-23,10:30:00,10:45:00,DiSt,False,,,
435,PN-1B,riparian,2001-02-23,08:15:00,08:30:00,DiSt,False,,,
436,AC-16,ESCA,2001-02-23,09:00:00,09:15:00,DiSt,False,,,
440,AF-12,ESCA,2001-02-24,10:25:00,10:40:00,DiSt,False,,,
439,AD-10,ESCA,2001-02-24,09:15:00,09:30:00,DiSt,False,,,
445,EN-4B,riparian,2001-02-25,08:45:00,09:00:00,DiSt,False,,,
444,F-8,ESCA,2001-02-25,08:30:00,08:15:00,DiSt,False,,,
450,PE-10B,riparian,2001-02-26,09:05:00,09:20:00,DiSt,False,,,
447,P-18,ESCA,2001-02-26,08:20:00,08:35:00,DiSt,False,,,
446,P-16,ESCA,2001-02-26,07:30:00,07:45:00,DiSt,False,,,
590,W-17,ESCA,2001-04-03,08:40:00,08:55:00,BeRa,False,,,
569,V-16,ESCA,2001-04-03,08:00:00,08:15:00,BeRa,False,,,
454,AC-16,ESCA,2001-04-04,07:09:00,07:24:00,JoLe,False,,,
453,AA-17,ESCA,2001-04-04,06:25:00,06:40:00,JoLe,False,,,
455,PN-1B,riparian,2001-04-04,08:15:00,08:30:00,JoLe,False,,,
596,EE-15A,riparian,2001-04-04,07:05:00,07:20:00,BeRa,False,,,
597,PE-1D,riparian,2001-04-04,06:30:00,06:45:00,BeRa,False,,,
600,V-20,ESCA,2001-04-05,07:00:00,07:15:00,BeRa,False,,,
557,W-15,ESCA,2001-04-06,10:05:00,10:20:00,BeRa,False,,,
593,X-18,ESCA,2001-04-07,06:30:00,06:45:00,BeRa,False,,,
463,O-9,ESCA,2001-04-07,07:00:00,07:15:00,DiSt,False,,,
464,M-9,ESCA,2001-04-07,08:00:00,08:15:00,DiSt,False,,,
466,N-12,ESCA,2001-04-07,09:55:00,10:10:00,DiSt,False,,,
465,L-7,ESCA,2001-04-07,09:10:00,09:25:00,DiSt,False,,,
592,Y-19,ESCA,2001-04-07,07:05:00,07:20:00,BeRa,False,,,
475,U-8,ESCA,2001-04-08,07:50:00,08:05:00,DiSt,False,,,
499,EN-7B,riparian,2001-04-08,09:20:00,09:35:00,DiSt,False,,,
474,Q-7,ESCA,2001-04-08,06:55:00,07:10:00,DiSt,False,,,
476,W-6,ESCA,2001-04-08,08:45:00,09:00:00,DiSt,False,,,
457,AE-23,ESCA,2001-04-09,07:45:00,08:00:00,JoLe,False,,,
456,Z-23,ESCA,2001-04-09,06:30:00,06:45:00,JoLe,False,,,
458,AD-21,ESCA,2001-04-09,08:45:00,09:20:00,JoLe,False,,,
460,V-16,ESCA,2001-04-11,07:40:00,07:55:00,JoLe,False,,,
461,W-17,ESCA,2001-04-11,08:45:00,09:00:00,JoLe,False,,,
555,AF-12,ESCA,2001-04-11,08:30:00,08:45:00,BeRa,False,,,
